2021-04-17 11:26:25,912;aequilibrae;INFO ; Opened project on C:/Users/sd/Pyton Project/AequilibraE_Tap/TraficAssignment\1_project
2021-04-17 14:47:43,991;aequilibrae;INFO ; 186,3.0908964394312715e-05,0.00830602472125562
2021-04-17 14:47:44,103;aequilibrae;INFO ; 187,2.7274582101547428e-05,0.0034304427930417873
2021-04-17 14:47:44,218;aequilibrae;INFO ; 188,3.028204885317634e-05,0.007586471932950828
2021-04-17 14:47:44,325;aequilibrae;INFO ; 189,3.4105261638851e-05,0.005563021722939766
2021-04-17 14:47:44,437;aequilibrae;INFO ; 190,3.76170925350877e-05,0.013324019257740736
2021-04-17 14:47:44,551;aequilibrae;INFO ; 191,3.5137286567428884e-05,0.006990286930309907
2021-04-17 14:47:44,659;aequilibrae;INFO ; 192,3.228912413013241e-05,0.003975918566352773
2021-04-17 14:47:44,769;aequilibrae;INFO ; 193,2.554910668478852e-05,0.002611510185458444
2021-04-17 14:47:44,886;aequilibrae;INFO ; 194,2.8737964559998472e-05,0.00459460760642429
2021-04-17 14:47:45,006;aequilibrae;INFO ; 195,2.4882750564181397e-05,0.0028989564567131485
2021-04-17 14:47:45,138;aequilibrae;INFO ; 196,1.6410158693877765e-05,0.0008352344591931086
2021-04-17 14:47:45,251;aequilibrae;INFO ; 197,3.099433673765368e-05,0.0018034405690552549
2021-04-17 14:47:45,360;aequilibrae;INFO ; 198,1.9869956848225343e-05,0.0008629022545722814
2021-04-17 14:47:45,468;aequilibrae;INFO ; 199,1.836091009031421e-05,0.0008803986546139838
2021-04-17 14:47:45,577;aequilibrae;INFO ; 200,1.5455637327829705e-05,0.0011801018514196095
2021-04-17 14:47:45,696;aequilibrae;INFO ; 201,1.6828865187651223e-05,0.0007032428692533254
2021-04-17 14:47:45,815;aequilibrae;INFO ; 202,1.716428265606213e-05,0.0006350153268426002
2021-04-17 14:47:45,924;aequilibrae;INFO ; 203,1.4967695390834816e-05,0.0008245871363279792
2021-04-17 14:47:46,034;aequilibrae;INFO ; 204,1.273404877979088e-05,0.0006416661210167933
2021-04-17 14:47:46,155;aequilibrae;INFO ; 205,1.7069074110806883e-05,0.0006836899344482752
2021-04-17 14:47:46,273;aequilibrae;INFO ; 206,1.8992471679131873e-05,0.0008905070630030107
2021-04-17 14:47:46,387;aequilibrae;INFO ; 207,1.394136589416489e-05,0.0005761425362842182
2021-04-17 14:47:46,504;aequilibrae;INFO ; 208,1.2233927598737823e-05,0.0005628603475892959
2021-04-17 14:47:46,616;aequilibrae;INFO ; 209,1.1624271412991526e-05,0.001070264670307979
2021-04-17 14:47:46,730;aequilibrae;INFO ; 210,1.3136078516484875e-05,0.0007553292353080184
2021-04-17 14:47:46,838;aequilibrae;INFO ; 211,1.1599674743786886e-05,0.0008233241078768733
2021-04-17 14:47:46,946;aequilibrae;INFO ; 212,1.775802197867651e-05,0.0013479247958333898
2021-04-17 14:47:47,055;aequilibrae;INFO ; 213,2.0949941242779354e-05,0.0029762758965786082
2021-04-17 14:47:47,162;aequilibrae;INFO ; 214,1.8957660305179517e-05,0.0018706682056584586
2021-04-17 14:47:47,273;aequilibrae;INFO ; 215,1.9094315241305327e-05,0.0028701659087624256
2021-04-17 14:47:47,388;aequilibrae;INFO ; 216,1.736494411571497e-05,0.0022959774169469525
2021-04-17 14:47:47,506;aequilibrae;INFO ; 217,1.2748012287206565e-05,0.002378105726766587
2021-04-17 14:47:47,623;aequilibrae;INFO ; 218,2.0761398336526626e-05,0.0032018820160835833
2021-04-17 14:47:47,737;aequilibrae;INFO ; 219,1.8569794224256272e-05,0.0035186402458023567
2021-04-17 14:47:47,849;aequilibrae;INFO ; 220,1.815896022719681e-05,0.0032842646102966768
2021-04-17 14:47:47,966;aequilibrae;INFO ; 221,1.2544421385139608e-05,0.0018340663419395505
2021-04-17 14:47:48,084;aequilibrae;INFO ; 222,1.629631757112285e-05,0.0042934407478070835
2021-04-17 14:47:48,201;aequilibrae;INFO ; 223,2.0797474558997894e-05,0.00456994884998573
2021-04-17 14:47:48,319;aequilibrae;INFO ; 224,2.359339112524298e-05,0.007536885912585265
2021-04-17 14:47:48,438;aequilibrae;INFO ; 225,2.6861182419104683e-05,0.00908768648888716
2021-04-17 14:47:48,555;aequilibrae;INFO ; 226,3.4046990138140686e-05,0.00782162602795243
2021-04-17 14:47:48,662;aequilibrae;INFO ; 227,3.609919402901841e-05,0.00944802533547328
2021-04-17 14:47:48,773;aequilibrae;INFO ; 228,3.0323974393244494e-05,0.004984036847095132
2021-04-17 14:47:48,881;aequilibrae;INFO ; 229,1.5271828990073324e-05,0.0026608407909118705
2021-04-17 14:47:48,990;aequilibrae;INFO ; 230,1.4621090870982933e-05,0.0022949577347730907
2021-04-17 14:47:49,098;aequilibrae;INFO ; 231,1.807432422123294e-05,0.006293387554965331
2021-04-17 14:47:49,207;aequilibrae;INFO ; 232,1.8453449684870735e-05,0.004794502734458871
2021-04-17 14:47:49,318;aequilibrae;INFO ; 233,1.6799951629872125e-05,0.003741832755585715
2021-04-17 14:47:49,426;aequilibrae;INFO ; 234,1.614178168507274e-05,0.004769012852631612
2021-04-17 14:47:49,537;aequilibrae;INFO ; 235,2.033321968788493e-05,0.0041736419820004025
2021-04-17 14:47:49,645;aequilibrae;INFO ; 236,1.8448658813745894e-05,0.004289536635138165
2021-04-17 14:47:49,757;aequilibrae;INFO ; 237,1.7876783785598662e-05,0.002635621586612027
2021-04-17 14:47:49,871;aequilibrae;INFO ; 238,1.5578933044930288e-05,0.0046278339527741855
2021-04-17 14:47:49,984;aequilibrae;INFO ; 239,1.7275666925835812e-05,0.004005813595593199
2021-04-17 14:47:50,097;aequilibrae;INFO ; 240,1.764556407201955e-05,0.0026782480445179477
2021-04-17 14:47:50,206;aequilibrae;INFO ; 241,1.4819755256794264e-05,0.007572622518806914
2021-04-17 14:47:50,314;aequilibrae;INFO ; 242,2.7313679330681264e-05,0.010743372654213275
2021-04-17 14:47:50,423;aequilibrae;INFO ; 243,2.335492073557779e-05,0.008337393720393322
2021-04-17 14:47:50,538;aequilibrae;INFO ; 244,2.460853485324113e-05,0.004776450218915214
